job_title,company_name,location,city,experience,salary,skills,job_description,job_domain,job_type,date_posted,source_portal
Penetration Tester,Siemens IT,"Vadodara, Gujarat, India",Vadodara,3-5 years,10.0-14.9 LPA,"SOC Analyst, SIEM, Splunk, Incident Response, Threat Intelligence","Join our dynamic IT team as a Penetration Tester. Responsibilities include designing, developing, and maintaining solutions using SOC Analyst, SIEM, Splunk. Be part of an innovative team solving real-world problems for enterprise clients.",Cybersecurity,Full-time,2026-03-12,LinkedIn
Data Analyst,Oracle Vadodara,"Vadodara, Gujarat, India",Vadodara,7-10 years,31.4-37.9 LPA,"Tableau, SQL, Python, Google Analytics, Looker","We are looking for a passionate Data Analyst to join our growing team in Vadodara. You will work with Tableau, SQL, Python and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Data Analytics,Contract,2025-12-23,Glassdoor
L2 Support Engineer,KPIT Technologies,"Vadodara, Gujarat, India",Vadodara,4-6 years,16.4-17.5 LPA,"L2 Support, ITIL, ServiceNow, Incident Management, Linux","We are looking for a passionate L2 Support Engineer to join our growing team in Vadodara. You will work with L2 Support, ITIL, ServiceNow and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Technical Support / IT Operations,Full-time,2026-01-19,LinkedIn
SQL Server DBA,Emerson Automation,"Vadodara, Gujarat, India",Vadodara,2-4 years,7.6-9.8 LPA,"MongoDB, Cassandra, Redis, NoSQL, Database Design","We are hiring a talented SQL Server DBA for our Vadodara development centre. You will leverage your expertise in MongoDB, Cassandra, Redis to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Database Administration,Full-time,2026-03-02,LinkedIn
Web3 Developer,Mastech Digital,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,Not Disclosed,"Solidity, Ethereum, Web3.js, Smart Contracts, Hardhat","Exciting opportunity for an experienced Web3 Developer at our Vadodara office. The ideal candidate will have hands-on experience with Solidity, Ethereum, Web3.js, excellent communication skills, and a track record of delivering projects on time.",Blockchain Development,Full-time,2026-02-13,Naukri
Test Analyst,Emerson Automation,"Vadodara, Gujarat, India",Vadodara,1-3 years,4.6-7.6 LPA,"Selenium, Python, TestNG, JUnit, Automation Testing","Join our dynamic IT team as a Test Analyst. Responsibilities include designing, developing, and maintaining solutions using Selenium, Python, TestNG. Be part of an innovative team solving real-world problems for enterprise clients.",QA / Software Testing,Contract,2026-03-09,Naukri
React Developer,Wipro Infrastructure Engineering,"Vadodara, Gujarat, India",Vadodara,3-5 years,11.4-15.6 LPA,"PHP, Laravel, MySQL, JavaScript, jQuery, Bootstrap","We are hiring a talented React Developer for our Vadodara development centre. You will leverage your expertise in PHP, Laravel, MySQL to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Web Development,Full-time,2026-02-26,LinkedIn
DevOps Engineer,Wipro Infrastructure Engineering,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,3.2-3.8 LPA,"Docker, Kubernetes, Jenkins, AWS, Terraform, Ansible","Seeking a motivated DevOps Engineer to strengthen our Vadodara team. Experience with Docker, Kubernetes, Jenkins is mandatory. Participate in sprint planning, code reviews, and technical documentation.",DevOps,Contract,2026-03-09,Naukri
Oracle DBA,Wipro Infrastructure Engineering,"Vadodara, Gujarat, India",Vadodara,2-4 years,6.2-10.6 LPA,"SQL Server, SSRS, SSIS, T-SQL, Database Administration","Join our dynamic IT team as a Oracle DBA. Responsibilities include designing, developing, and maintaining solutions using SQL Server, SSRS, SSIS. Be part of an innovative team solving real-world problems for enterprise clients.",Database Administration,Full-time,2026-02-28,LinkedIn
Data Analyst,Larsen & Toubro IT,"Vadodara, Gujarat, India",Vadodara,3-5 years,Not Disclosed,"Power BI, DAX, SQL Server, Excel, Power Query","Exciting opportunity for an experienced Data Analyst at our Vadodara office. The ideal candidate will have hands-on experience with Power BI, DAX, SQL Server, excellent communication skills, and a track record of delivering projects on time.",Data Analytics,Full-time,2026-01-29,Naukri
Java Full Stack Developer,Wipro Infrastructure Engineering,"Vadodara, Gujarat, India",Vadodara,1-3 years,5.0-6.7 LPA,"PHP, Laravel, MySQL, JavaScript, jQuery, Bootstrap","We are hiring a talented Java Full Stack Developer for our Vadodara development centre. You will leverage your expertise in PHP, Laravel, MySQL to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Web Development,Full-time,2026-01-09,LinkedIn
Oracle ERP Consultant,Mastech Digital,"Vadodara, Gujarat, India",Vadodara,10+ years,36.3-67.0 LPA,"SAP Basis, SAP Hana, SAP BW, SAP S/4HANA, ERP","Exciting opportunity for an experienced Oracle ERP Consultant at our Vadodara office. The ideal candidate will have hands-on experience with SAP Basis, SAP Hana, SAP BW, excellent communication skills, and a track record of delivering projects on time.",ERP / Enterprise Systems,Full-time,2026-03-19,Naukri
Technical Product Manager,Wipro Infrastructure Engineering,"Vadodara, Gujarat, India",Vadodara,7-10 years,27.2-39.3 LPA,"Product Management, Agile, Scrum, JIRA, Roadmap","Seeking a motivated Technical Product Manager to strengthen our Vadodara team. Experience with Product Management, Agile, Scrum is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Product Management,Full-time,2026-03-11,Glassdoor
IT Support Engineer,Tata Technologies,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,"₹16,001/month","L2 Support, ITIL, ServiceNow, Incident Management, Linux","We are hiring a talented IT Support Engineer for our Vadodara development centre. You will leverage your expertise in L2 Support, ITIL, ServiceNow to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Technical Support / IT Operations,Internship,2026-02-06,LinkedIn
QA Lead,GE Digital India,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,"₹12,636/month","Selenium, Python, TestNG, JUnit, Automation Testing","We are looking for a passionate QA Lead to join our growing team in Vadodara. You will work with Selenium, Python, TestNG and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",QA / Software Testing,Internship,2026-01-21,Glassdoor
Full Stack Developer,SAP Labs Vadodara,"Vadodara, Gujarat, India",Vadodara,3-5 years,10.2-15.6 LPA,"PHP, Laravel, MySQL, JavaScript, jQuery, Bootstrap","We are hiring a talented Full Stack Developer for our Vadodara development centre. You will leverage your expertise in PHP, Laravel, MySQL to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Web Development,Full-time,2026-03-20,Glassdoor
Embedded Linux Engineer,Tata Technologies,"Vadodara, Gujarat, India",Vadodara,10+ years,37.8-59.9 LPA,"FPGA, VHDL, Verilog, Xilinx, Embedded Linux","Seeking a motivated Embedded Linux Engineer to strengthen our Vadodara team. Experience with FPGA, VHDL, Verilog is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Embedded Systems / IoT,Full-time,2026-01-17,Glassdoor
Ethical Hacker,Oracle Vadodara,"Vadodara, Gujarat, India",Vadodara,3-5 years,8.3-13.6 LPA,"Network Security, VAPT, Burp Suite, Nmap, Metasploit","We are hiring a talented Ethical Hacker for our Vadodara development centre. You will leverage your expertise in Network Security, VAPT, Burp Suite to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Cybersecurity,Part-time,2026-03-02,Glassdoor
Backend Engineer,Siemens IT,"Vadodara, Gujarat, India",Vadodara,4-6 years,14.7-17.7 LPA,"Java, Spring Boot, Microservices, REST API, MySQL","Seeking a motivated Backend Engineer to strengthen our Vadodara team. Experience with Java, Spring Boot, Microservices is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Software Development,Full-time,2026-01-21,LinkedIn
Network Administrator,Emerson Automation,"Vadodara, Gujarat, India",Vadodara,10+ years,44.6-55.8 LPA,"Network Administration, Firewalls, VPN, LAN, WAN","We are looking for a passionate Network Administrator to join our growing team in Vadodara. You will work with Network Administration, Firewalls, VPN and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Network Engineering,Full-time,2026-01-14,Glassdoor
Embedded Software Engineer,Persistent Systems Vadodara,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,"₹18,379/month","Embedded C, ARM Cortex, RTOS, Linux, Device Drivers","We are looking for a passionate Embedded Software Engineer to join our growing team in Vadodara. You will work with Embedded C, ARM Cortex, RTOS and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Embedded Systems / IoT,Internship,2026-02-02,Naukri
Java Full Stack Developer,IGATE Corporation,"Vadodara, Gujarat, India",Vadodara,1-3 years,Not Disclosed,"Django, Python, PostgreSQL, React, REST API","Join our dynamic IT team as a Java Full Stack Developer. Responsibilities include designing, developing, and maintaining solutions using Django, Python, PostgreSQL. Be part of an innovative team solving real-world problems for enterprise clients.",Web Development,Contract,2026-01-14,LinkedIn
Network Engineer,SAP Labs Vadodara,"Vadodara, Gujarat, India",Vadodara,7-10 years,30.9-33.6 LPA,"Network Administration, Firewalls, VPN, LAN, WAN","Join our dynamic IT team as a Network Engineer. Responsibilities include designing, developing, and maintaining solutions using Network Administration, Firewalls, VPN. Be part of an innovative team solving real-world problems for enterprise clients.",Network Engineering,Full-time,2026-02-18,Naukri
Salesforce Developer,Siemens IT,"Vadodara, Gujarat, India",Vadodara,10+ years,52.4-63.5 LPA,"SAP Basis, SAP Hana, SAP BW, SAP S/4HANA, ERP","We are hiring a talented Salesforce Developer for our Vadodara development centre. You will leverage your expertise in SAP Basis, SAP Hana, SAP BW to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",ERP / Enterprise Systems,Part-time,2026-03-05,Indeed
Data Analyst,L&T Technology Services,"Vadodara, Gujarat, India",Vadodara,2-4 years,6.2-10.5 LPA,"Power BI, SQL, Excel, Python, Data Visualization","We are looking for a passionate Data Analyst to join our growing team in Vadodara. You will work with Power BI, SQL, Excel and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Data Analytics,Part-time,2026-03-19,Indeed
Network Administrator,GE Digital India,"Vadodara, Gujarat, India",Vadodara,5-8 years,17.6-24.3 LPA,"Cisco, CCNA, Routing, Switching, OSPF, BGP","Exciting opportunity for an experienced Network Administrator at our Vadodara office. The ideal candidate will have hands-on experience with Cisco, CCNA, Routing, excellent communication skills, and a track record of delivering projects on time.",Network Engineering,Full-time,2026-03-08,LinkedIn
QA Engineer,Tata Technologies,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,"₹5,297/month","Manual Testing, JIRA, Test Cases, Bug Reporting, Agile","Exciting opportunity for an experienced QA Engineer at our Vadodara office. The ideal candidate will have hands-on experience with Manual Testing, JIRA, Test Cases, excellent communication skills, and a track record of delivering projects on time.",QA / Software Testing,Internship,2026-03-06,Naukri
Site Reliability Engineer,Syntel Ltd,"Vadodara, Gujarat, India",Vadodara,7-10 years,27.2-36.3 LPA,"CI/CD, GitHub Actions, Docker, Kubernetes, Prometheus, Grafana","Seeking a motivated Site Reliability Engineer to strengthen our Vadodara team. Experience with CI/CD, GitHub Actions, Docker is mandatory. Participate in sprint planning, code reviews, and technical documentation.",DevOps,Full-time,2026-01-01,LinkedIn
SAP ABAP Developer,Hexaware Technologies,"Vadodara, Gujarat, India",Vadodara,5-8 years,21.6-28.3 LPA,"SAP Basis, SAP Hana, SAP BW, SAP S/4HANA, ERP","We are looking for a passionate SAP ABAP Developer to join our growing team in Vadodara. You will work with SAP Basis, SAP Hana, SAP BW and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",ERP / Enterprise Systems,Part-time,2025-12-29,Glassdoor
Product Designer,Syntel Ltd,"Vadodara, Gujarat, India",Vadodara,10+ years,44.5-61.1 LPA,"Figma, User Research, Interaction Design, Usability Testing","We are hiring a talented Product Designer for our Vadodara development centre. You will leverage your expertise in Figma, User Research, Interaction Design to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",UI / UX Design,Full-time,2025-12-31,Indeed
SAP Consultant,Mastech Digital,"Vadodara, Gujarat, India",Vadodara,5-8 years,20.6-29.3 LPA,"SAP ABAP, SAP FICO, SAP SD, SAP MM, HANA","We are hiring a talented SAP Consultant for our Vadodara development centre. You will leverage your expertise in SAP ABAP, SAP FICO, SAP SD to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",ERP / Enterprise Systems,Full-time,2025-12-29,Naukri
CI/CD Engineer,IGATE Corporation,"Vadodara, Gujarat, India",Vadodara,4-6 years,15.7-18.1 LPA,"GitLab CI, Docker, AWS EKS, Helm, ArgoCD, Terraform","Seeking a motivated CI/CD Engineer to strengthen our Vadodara team. Experience with GitLab CI, Docker, AWS EKS is mandatory. Participate in sprint planning, code reviews, and technical documentation.",DevOps,Full-time,2026-02-06,LinkedIn
Test Analyst,KPIT Technologies,"Vadodara, Gujarat, India",Vadodara,7-10 years,33.3-43.0 LPA,"Cypress, JavaScript, Postman, API Testing, JIRA","We are hiring a talented Test Analyst for our Vadodara development centre. You will leverage your expertise in Cypress, JavaScript, Postman to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",QA / Software Testing,Full-time,2026-02-21,Glassdoor
Software Developer,Emerson Automation,"Vadodara, Gujarat, India",Vadodara,10+ years,40.1-55.3 LPA,"Go, Microservices, Docker, PostgreSQL, gRPC","Seeking a motivated Software Developer to strengthen our Vadodara team. Experience with Go, Microservices, Docker is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Software Development,Contract,2026-01-30,Naukri
AWS Solutions Architect,KPIT Technologies,"Vadodara, Gujarat, India",Vadodara,4-6 years,17.0-20.5 LPA,"GCP, BigQuery, GKE, Cloud Run, Pub/Sub, Terraform","We are hiring a talented AWS Solutions Architect for our Vadodara development centre. You will leverage your expertise in GCP, BigQuery, GKE to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Cloud Computing,Full-time,2026-03-19,Indeed
Angular Developer,Hexaware Technologies,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,3.2-4.4 LPA,"Vue.js, Laravel, PHP, MySQL, REST API, Docker","We are looking for a passionate Angular Developer to join our growing team in Vadodara. You will work with Vue.js, Laravel, PHP and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Web Development,Part-time,2026-03-02,Indeed
Database Administrator,Siemens IT,"Vadodara, Gujarat, India",Vadodara,3-5 years,11.0-14.3 LPA,"MySQL, PostgreSQL, Oracle DBA, Performance Tuning, SQL","Seeking a motivated Database Administrator to strengthen our Vadodara team. Experience with MySQL, PostgreSQL, Oracle DBA is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Database Administration,Full-time,2026-01-25,Indeed
Oracle ERP Consultant,KPIT Technologies,"Vadodara, Gujarat, India",Vadodara,5-8 years,Not Disclosed,"SAP ABAP, SAP FICO, SAP SD, SAP MM, HANA","Join our dynamic IT team as a Oracle ERP Consultant. Responsibilities include designing, developing, and maintaining solutions using SAP ABAP, SAP FICO, SAP SD. Be part of an innovative team solving real-world problems for enterprise clients.",ERP / Enterprise Systems,Part-time,2026-01-11,Indeed
ML Engineer,Tata Technologies,"Vadodara, Gujarat, India",Vadodara,5-8 years,16.3-23.9 LPA,"Python, ML Engineer, MLflow, Kubeflow, Feature Store","Join our dynamic IT team as a ML Engineer. Responsibilities include designing, developing, and maintaining solutions using Python, ML Engineer, MLflow. Be part of an innovative team solving real-world problems for enterprise clients.",Artificial Intelligence / Machine Learning,Full-time,2026-03-23,Indeed
SAP Consultant,Syntel Ltd,"Vadodara, Gujarat, India",Vadodara,2-4 years,Not Disclosed,"SAP ABAP, SAP FICO, SAP SD, SAP MM, HANA","Exciting opportunity for an experienced SAP Consultant at our Vadodara office. The ideal candidate will have hands-on experience with SAP ABAP, SAP FICO, SAP SD, excellent communication skills, and a track record of delivering projects on time.",ERP / Enterprise Systems,Full-time,2026-01-23,Naukri
Business Analyst,Hexaware Technologies,"Vadodara, Gujarat, India",Vadodara,10+ years,Not Disclosed,"Power BI, SQL, Excel, Python, Data Visualization","We are looking for a passionate Business Analyst to join our growing team in Vadodara. You will work with Power BI, SQL, Excel and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Data Analytics,Full-time,2026-03-05,Indeed
SAP Consultant,Wipro Infrastructure Engineering,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,"₹7,769/month","SAP Basis, SAP Hana, SAP BW, SAP S/4HANA, ERP","Join our dynamic IT team as a SAP Consultant. Responsibilities include designing, developing, and maintaining solutions using SAP Basis, SAP Hana, SAP BW. Be part of an innovative team solving real-world problems for enterprise clients.",ERP / Enterprise Systems,Internship,2026-01-24,LinkedIn
Site Reliability Engineer,GE Digital India,"Vadodara, Gujarat, India",Vadodara,7-10 years,23.3-34.1 LPA,"GitLab CI, Docker, AWS EKS, Helm, ArgoCD, Terraform","Join our dynamic IT team as a Site Reliability Engineer. Responsibilities include designing, developing, and maintaining solutions using GitLab CI, Docker, AWS EKS. Be part of an innovative team solving real-world problems for enterprise clients.",DevOps,Part-time,2026-02-23,LinkedIn
System Administrator,Mastech Digital,"Vadodara, Gujarat, India",Vadodara,5-8 years,22.8-28.6 LPA,"L2 Support, ITIL, ServiceNow, Incident Management, Linux","We are hiring a talented System Administrator for our Vadodara development centre. You will leverage your expertise in L2 Support, ITIL, ServiceNow to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Technical Support / IT Operations,Full-time,2026-01-02,Naukri
Firmware Engineer,L&T Technology Services,"Vadodara, Gujarat, India",Vadodara,1-3 years,4.7-6.7 LPA,"Arduino, Raspberry Pi, IoT, MQTT, Python, C++","Join our dynamic IT team as a Firmware Engineer. Responsibilities include designing, developing, and maintaining solutions using Arduino, Raspberry Pi, IoT. Be part of an innovative team solving real-world problems for enterprise clients.",Embedded Systems / IoT,Part-time,2026-02-23,Glassdoor
Database Administrator,Tata Technologies,"Vadodara, Gujarat, India",Vadodara,10+ years,42.3-56.0 LPA,"MongoDB, Cassandra, Redis, NoSQL, Database Design","We are looking for a passionate Database Administrator to join our growing team in Vadodara. You will work with MongoDB, Cassandra, Redis and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Database Administration,Contract,2026-02-02,LinkedIn
Firmware Engineer,Syntel Ltd,"Vadodara, Gujarat, India",Vadodara,5-8 years,21.0-28.3 LPA,"Embedded C, ARM Cortex, RTOS, Linux, Device Drivers","We are hiring a talented Firmware Engineer for our Vadodara development centre. You will leverage your expertise in Embedded C, ARM Cortex, RTOS to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Embedded Systems / IoT,Full-time,2026-01-28,Glassdoor
SAP ABAP Developer,Hexaware Technologies,"Vadodara, Gujarat, India",Vadodara,7-10 years,28.0-39.4 LPA,"SAP ABAP, SAP FICO, SAP SD, SAP MM, HANA","Join our dynamic IT team as a SAP ABAP Developer. Responsibilities include designing, developing, and maintaining solutions using SAP ABAP, SAP FICO, SAP SD. Be part of an innovative team solving real-world problems for enterprise clients.",ERP / Enterprise Systems,Contract,2026-01-26,Naukri
Frontend Developer,Oracle Vadodara,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,2.6-4.8 LPA,"Django, Python, PostgreSQL, React, REST API","Exciting opportunity for an experienced Frontend Developer at our Vadodara office. The ideal candidate will have hands-on experience with Django, Python, PostgreSQL, excellent communication skills, and a track record of delivering projects on time.",Web Development,Contract,2026-02-21,Glassdoor
Computer Vision Engineer,L&T Technology Services,"Vadodara, Gujarat, India",Vadodara,7-10 years,25.9-41.7 LPA,"Python, LLM, Hugging Face, Transformers, LangChain, RAG","Join our dynamic IT team as a Computer Vision Engineer. Responsibilities include designing, developing, and maintaining solutions using Python, LLM, Hugging Face. Be part of an innovative team solving real-world problems for enterprise clients.",Artificial Intelligence / Machine Learning,Full-time,2026-01-07,Glassdoor
Technical Support Analyst,Siemens IT,"Vadodara, Gujarat, India",Vadodara,3-5 years,9.1-12.9 LPA,"L2 Support, ITIL, ServiceNow, Incident Management, Linux","Exciting opportunity for an experienced Technical Support Analyst at our Vadodara office. The ideal candidate will have hands-on experience with L2 Support, ITIL, ServiceNow, excellent communication skills, and a track record of delivering projects on time.",Technical Support / IT Operations,Full-time,2026-01-11,Naukri
IT Support Engineer,SAP Labs Vadodara,"Vadodara, Gujarat, India",Vadodara,5-8 years,20.6-23.4 LPA,"L2 Support, ITIL, ServiceNow, Incident Management, Linux","Join our dynamic IT team as a IT Support Engineer. Responsibilities include designing, developing, and maintaining solutions using L2 Support, ITIL, ServiceNow. Be part of an innovative team solving real-world problems for enterprise clients.",Technical Support / IT Operations,Part-time,2026-02-20,Naukri
Node.js Developer,KPIT Technologies,"Vadodara, Gujarat, India",Vadodara,2-4 years,6.3-9.8 LPA,"React, Node.js, JavaScript, HTML, CSS, MongoDB","Exciting opportunity for an experienced Node.js Developer at our Vadodara office. The ideal candidate will have hands-on experience with React, Node.js, JavaScript, excellent communication skills, and a track record of delivering projects on time.",Web Development,Part-time,2026-02-04,LinkedIn
Network Architect,Oracle Vadodara,"Vadodara, Gujarat, India",Vadodara,1-3 years,4.6-6.0 LPA,"Cisco, CCNA, Routing, Switching, OSPF, BGP","Join our dynamic IT team as a Network Architect. Responsibilities include designing, developing, and maintaining solutions using Cisco, CCNA, Routing. Be part of an innovative team solving real-world problems for enterprise clients.",Network Engineering,Part-time,2026-02-18,Naukri
Software Engineer,Syntel Ltd,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,"₹10,587/month","Python, Django, REST API, PostgreSQL, Docker","Seeking a motivated Software Engineer to strengthen our Vadodara team. Experience with Python, Django, REST API is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Software Development,Internship,2026-03-13,LinkedIn
Senior Data Scientist,Oracle Vadodara,"Vadodara, Gujarat, India",Vadodara,10+ years,40.6-59.6 LPA,"Python, scikit-learn, Statistical Analysis, A/B Testing, Pandas","We are looking for a passionate Senior Data Scientist to join our growing team in Vadodara. You will work with Python, scikit-learn, Statistical Analysis and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Data Science,Full-time,2026-03-09,Glassdoor
Big Data Engineer,Tata Technologies,"Vadodara, Gujarat, India",Vadodara,7-10 years,Not Disclosed,"Python, ETL, Hadoop, Hive, HDFS, Data Pipeline","We are hiring a talented Big Data Engineer for our Vadodara development centre. You will leverage your expertise in Python, ETL, Hadoop to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Data Engineering,Full-time,2026-01-28,Indeed
Backend Engineer,Larsen & Toubro IT,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,2.7-3.9 LPA,"Java, Spring Boot, Microservices, REST API, MySQL","Seeking a motivated Backend Engineer to strengthen our Vadodara team. Experience with Java, Spring Boot, Microservices is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Software Development,Full-time,2026-02-01,Glassdoor
IT Support Engineer,Siemens IT,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,"₹6,708/month","L2 Support, ITIL, ServiceNow, Incident Management, Linux","We are hiring a talented IT Support Engineer for our Vadodara development centre. You will leverage your expertise in L2 Support, ITIL, ServiceNow to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Technical Support / IT Operations,Internship,2026-03-20,Glassdoor
Java Full Stack Developer,Siemens IT,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,"₹10,193/month","PHP, Laravel, MySQL, JavaScript, jQuery, Bootstrap","Join our dynamic IT team as a Java Full Stack Developer. Responsibilities include designing, developing, and maintaining solutions using PHP, Laravel, MySQL. Be part of an innovative team solving real-world problems for enterprise clients.",Web Development,Internship,2026-01-06,Naukri
Cloud Engineer,KPIT Technologies,"Vadodara, Gujarat, India",Vadodara,3-5 years,9.3-12.0 LPA,"Azure, Azure DevOps, ARM Templates, Azure Functions","Join our dynamic IT team as a Cloud Engineer. Responsibilities include designing, developing, and maintaining solutions using Azure, Azure DevOps, ARM Templates. Be part of an innovative team solving real-world problems for enterprise clients.",Cloud Computing,Full-time,2026-03-23,Naukri
Software Developer,SAP Labs Vadodara,"Vadodara, Gujarat, India",Vadodara,10+ years,Not Disclosed,"Python, Django, REST API, PostgreSQL, Docker","Join our dynamic IT team as a Software Developer. Responsibilities include designing, developing, and maintaining solutions using Python, Django, REST API. Be part of an innovative team solving real-world problems for enterprise clients.",Software Development,Full-time,2026-02-11,Naukri
L2 Support Engineer,Wipro Infrastructure Engineering,"Vadodara, Gujarat, India",Vadodara,3-5 years,10.4-14.9 LPA,"L2 Support, ITIL, ServiceNow, Incident Management, Linux","We are looking for a passionate L2 Support Engineer to join our growing team in Vadodara. You will work with L2 Support, ITIL, ServiceNow and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Technical Support / IT Operations,Full-time,2026-01-30,Naukri
Test Analyst,Mastech Digital,"Vadodara, Gujarat, India",Vadodara,1-3 years,Not Disclosed,"Appium, Mobile Testing, Java, TestNG, BDD, Cucumber","We are hiring a talented Test Analyst for our Vadodara development centre. You will leverage your expertise in Appium, Mobile Testing, Java to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",QA / Software Testing,Full-time,2026-02-20,LinkedIn
Security Engineer,Tata Technologies,"Vadodara, Gujarat, India",Vadodara,1-3 years,Not Disclosed,"Ethical Hacking, CEH, OSCP, Kali Linux, Penetration Testing","We are looking for a passionate Security Engineer to join our growing team in Vadodara. You will work with Ethical Hacking, CEH, OSCP and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Cybersecurity,Full-time,2026-01-13,Naukri
Salesforce Developer,L&T Technology Services,"Vadodara, Gujarat, India",Vadodara,3-5 years,8.7-15.1 LPA,"SAP ABAP, SAP FICO, SAP SD, SAP MM, HANA","Exciting opportunity for an experienced Salesforce Developer at our Vadodara office. The ideal candidate will have hands-on experience with SAP ABAP, SAP FICO, SAP SD, excellent communication skills, and a track record of delivering projects on time.",ERP / Enterprise Systems,Full-time,2025-12-26,LinkedIn
SQL Server DBA,L&T Technology Services,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,"₹8,563/month","SQL Server, SSRS, SSIS, T-SQL, Database Administration","We are looking for a passionate SQL Server DBA to join our growing team in Vadodara. You will work with SQL Server, SSRS, SSIS and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Database Administration,Internship,2026-01-10,LinkedIn
QA Lead,Syntel Ltd,"Vadodara, Gujarat, India",Vadodara,10+ years,45.5-60.7 LPA,"Selenium, Python, TestNG, JUnit, Automation Testing","We are hiring a talented QA Lead for our Vadodara development centre. You will leverage your expertise in Selenium, Python, TestNG to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",QA / Software Testing,Part-time,2025-12-23,LinkedIn
Oracle ERP Consultant,Siemens IT,"Vadodara, Gujarat, India",Vadodara,2-4 years,7.1-9.2 LPA,"Salesforce, Apex, Lightning, Visualforce, CRM","We are looking for a passionate Oracle ERP Consultant to join our growing team in Vadodara. You will work with Salesforce, Apex, Lightning and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",ERP / Enterprise Systems,Full-time,2026-03-11,Naukri
GCP Engineer,Siemens IT,"Vadodara, Gujarat, India",Vadodara,1-3 years,Not Disclosed,"AWS, EC2, S3, Lambda, RDS, CloudFormation","Join our dynamic IT team as a GCP Engineer. Responsibilities include designing, developing, and maintaining solutions using AWS, EC2, S3. Be part of an innovative team solving real-world problems for enterprise clients.",Cloud Computing,Full-time,2025-12-30,Glassdoor
Performance Test Engineer,L&T Technology Services,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,"₹12,936/month","Appium, Mobile Testing, Java, TestNG, BDD, Cucumber","We are looking for a passionate Performance Test Engineer to join our growing team in Vadodara. You will work with Appium, Mobile Testing, Java and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",QA / Software Testing,Internship,2026-03-13,LinkedIn
